text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,text_transformed,merged_lexicon,word
m)h,"Masekhet: 5330001, Page: 11, Side: b, Line: 36, Word: 9",No data,,,,,מאה,No data,9
wxm$yM,"Masekhet: 5330001, Page: 11, Side: b, Line: 36, Word: 10",No data,,,,,וחמשים,No data,10
mc),"Masekhet: 5330001, Page: 11, Side: b, Line: 36, Word: 11",No data,,,,,מצא,No data,11
lhN,"Masekhet: 5330001, Page: 11, Side: b, Line: 36, Word: 12",No data,,,,,להן,No data,12
"ptx""","Masekhet: 5330001, Page: 11, Side: b, Line: 36, Word: 13",No data,,,,,פתח,No data,13
"""wm)h","Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 0",No data,,,,,ומאה,No data,0
wxm$yM,"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 1",No data,,,,,וחמשים,No data,1
l),"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 2",No data,,,,,לא,No data,2
mc),"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 3",No data,,,,,מצא,No data,3
lhN,"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 4",No data,,,,,להן,No data,4
"ptx""","Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 5",No data,,,,,פתח,No data,5
)t),"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 6",verb G,,,,,אתא,verb peal,6
gby,"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 7",p01C,,,,,גבי,p01C,7
yn)y,"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 8",PN Personal name,,,,,ינאי,proper name Personal name,8
mlk),"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 9",noun sg. emphatic,,,,,מלכא,noun sg. emphatic,9
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 10",verb G,,,,,אמ',verb peal,10
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 11",p01,,,,,ליה,preposition independent,11
)yt,"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 12",verb G,,,,,אית,verb peal,12
hk),"Masekhet: 5330001, Page: 11, Side: b, Line: 37, Word: 13",a01C,,,,,הכא,a01C,13
tlt,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 0",n01C,,,,,תלת,n01C,0
m)h,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 1",n01C,,,,,מאה,n01C,1
nzyryN,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 2",A03,,,,,נזירין,adjective plural absolute,2
<w)ynwN>#04#,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 3",R,c,,,,ואינון,R | conjunction,3
b(yyN,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 4",verb G,,,,,בעיין,verb peal,4
t$(,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 5",n01C,,,,,תשע,n01C,5
m)h,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 6",n01C,,,,,מאה,n01C,6
qrbnyN,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 7",noun pl. absolute,,,,,קרבנין,noun pl. absolute,7
)l),"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 8",c,,,,,אלא,conjunction,8
y{{y}}^h^b,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 9",verb G,,,,,ייהב,verb peal,9
)t,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 10",R,,,,,את,R,10
plg),"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 11",N,,,,,פלגא,noun,11
mN,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 12",p01,,,,,מן,preposition independent,12
dydK,"Masekhet: 5330001, Page: 11, Side: b, Line: 38, Word: 13",P02,,,,,דידך,preposition with pronominal suffix,13
w)n),"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 0",P01C,c,,,,ואנא,P01C | conjunction,0
plg),"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 1",N,,,,,פלגא,noun,1
mN,"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 2",p01,,,,,מן,preposition independent,2
dydy,"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 3",P02,,,,,דידי,preposition with pronominal suffix,3
$lx,"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 4",verb G,,,,,שלח,verb peal,4
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 5",p01,,,,,ליה,preposition independent,5
)rb(,"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 6",n01C,,,,,ארבע,n01C,6
m)h,"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 7",n01C,,,,,מאה,n01C,7
wxm$yN,"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 8",c,n01C,,,,וחמשין,conjunction | n01C,8
)zl,"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 9",verb G,,,,,אזל,verb peal,9
ly$n),"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 10",N,,,,,לישנא,noun,10
by$),"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 11",A02,,,,,בישא,adjective singular determined,11
wmr,"Masekhet: 5330001, Page: 11, Side: b, Line: 39, Word: 12",verb G,c,,,,ומר,verb peal | conjunction,12
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 0",p01,,,,,ליה,preposition independent,0
l),"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 1",a01C,,,,,לא,a01C,1
yhb,"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 2",verb G,,,,,יהב,verb peal,2
mN,"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 3",p01,,,,,מן,preposition independent,3
dydyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 4",P02,,,,,דידיה,preposition with pronominal suffix,4
klwM,"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 5",P01,,,,,כלום,preposition independent,5
$m(,"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 6",verb G,,,,,שמע,verb peal,6
yn)y,"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 7",PN Personal name,,,,,ינאי,proper name Personal name,7
mlk),"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 8",noun sg. emphatic,,,,,מלכא,noun sg. emphatic,8
wk(s,"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 9",verb G,c,,,,וכעס,verb peal | conjunction,9
dxl,"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 10",verb G,,,,,דחל,verb peal,10
$m(wN,"Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 11",PN Personal name,,,,,שמעון,proper name Personal name,11
"""bN""","Masekhet: 5330001, Page: 11, Side: b, Line: 40, Word: 12",No data,,,,,בן,No data,12
$Tx,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 0",PN Personal name,,,,,שטח,proper name Personal name,0
w(rq,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 1",verb G,c,,,,וערק,verb peal | conjunction,1
btr,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 2",p01C,,,,,בתר,p01C,2
ywmyN,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 3",noun pl. absolute,,,,,יומין,noun pl. absolute,3
slqwN,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 4",verb G,,,,,סלקון,verb peal,4
bny n$,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 5",N,,,,,בני נש,noun,5
rbrbyN,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 6",A03,,,,,רברבין,adjective plural absolute,6
mN,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 7",p01,,,,,מן,preposition independent,7
mlkwt),"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 8",noun sg. emphatic,,,,,מלכותא,noun sg. emphatic,8
dprs,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 9",p,GN Geographic name,,,,דפרס,preposition | geographical name Geographic name,9
gby,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 10",p01C,,,,,גבי,p01C,10
yn)y,"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 11",PN Personal name,,,,,ינאי,proper name Personal name,11
mlk),"Masekhet: 5330001, Page: 11, Side: b, Line: 41, Word: 12",noun sg. emphatic,,,,,מלכא,noun sg. emphatic,12
mN,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 0",c,,,,,מן,conjunction,0
{d}yt<y>byN#04#,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 1",verb G,,,,,יתיבין,verb peal,1
)klyN,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 2",verb G,,,,,אכלין,verb peal,2
)mryN,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 3",verb G,,,,,אמרין,verb peal,3
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 4",p01,,,,,ליה,preposition independent,4
nhyryN,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 5",A03,,,,,נהירין,adjective plural absolute,5
)nN,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 6",P02C,,,,,אנן,P02C,6
dhwh,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 7",c,verb G,,,,דהוה,conjunction | verb peal,7
)yt,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 8",verb G,,,,,אית,verb peal,8
hk),"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 9",a01C,,,,,הכא,a01C,9
xd,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 10",n01C,,,,,חד,n01C,10
gbr,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 11",noun sg. abs. or construct,,,,,גבר,noun sg. abs. or construct,11
sb,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 12",N,,,,,סב,noun,12
whwh,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 13",verb G,c,,,,והוה,verb peal | conjunction,13
)mr,"Masekhet: 5330001, Page: 11, Side: b, Line: 42, Word: 14",verb G,,,,,אמר,verb peal,14
qwmy<n>N#04#,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 0",p02C,,,,,קומינן,p02C,0
mylyN,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 1",N,,,,,מילין,noun,1
dxkmh,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 2",p,N,,,,דחכמה,preposition | noun,2
tny,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 3",verb D,,,,,תני,verb pael,3
lwN,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 4",p02,,,,,לון,preposition with pronominal suffix,4
(wbd),"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 5",noun sg. emphatic,,,,,עובדא,noun sg. emphatic,5
)mryN,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 6",verb G,,,,,אמרין,verb peal,6
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 7",p01,,,,,ליה,preposition independent,7
$lx,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 8",verb G,,,,,שלח,verb peal,8
)yytytyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 9",verb C,,,,,אייתיתיה,verb (h)aphel,9
$lx,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 10",verb G,,,,,שלח,verb peal,10
wyhb,"Masekhet: 5330001, Page: 11, Side: b, Line: 43, Word: 11",c,verb G,,,,ויהב,conjunction | verb peal,11
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 0",p01,,,,,ליה,preposition independent,0
myl),"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 1",N,,,,,מילא,noun,1
\w)t),"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 2",verb G,c,,,,ואתא,verb peal | conjunction,2
wytyb,"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 3",c,verb G,,,,ויתיב,conjunction | verb peal,3
lyh/w)ytytyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 4",verb C,p01,c,,,ליה/ואיתיתיה,verb (h)aphel | preposition independent | conjunction,4
slq,"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 5",verb G,,,,,סלק,verb peal,5
wytb#04#/,"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 6",c,verb G,,,,ויתב/,conjunction | verb peal,6
byN,"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 7",p,,,,,בין,preposition,7
mlk),"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 8",noun sg. emphatic,,,,,מלכא,noun sg. emphatic,8
lmlkt),"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 9",p03,noun sg. emphatic,,,,למלכתא,preposition proclitic | noun sg. emphatic,9
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 10",verb G,,,,,אמ',verb peal,10
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 11",p01,,,,,ליה,preposition independent,11
lmh,"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 12",c,,,,,למה,conjunction,12
)plyyt,"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 13",verb C,,,,,אפליית,verb (h)aphel,13
by,"Masekhet: 5330001, Page: 11, Side: b, Line: 44, Word: 14",p02C,,,,,בי,p02C,14
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 0",verb G,,,,,אמ',verb peal,0
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 1",p01,,,,,ליה,preposition independent,1
l),"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 2",a01C,,,,,לא,a01C,2
)plyyt,"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 3",verb C,,,,,אפליית,verb (h)aphel,3
bK,"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 4",p02C,,,,,בך,p02C,4
)t,"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 5",R,,,,,את,R,5
mmmwnK,"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 6",noun sg. emphatic,p03,,,,מממונך,noun sg. emphatic | preposition proclitic,6
w)n),"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 7",P01C,c,,,,ואנא,P01C | conjunction,7
mN,"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 8",p01,,,,,מן,preposition independent,8
)wryyty,"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 9",N,,,,,אורייתי,noun,9
dkt',"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 10",c,verb G,,,,דכת',conjunction | verb peal,10
"""ky","Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 11",No data,,,,,כי,No data,11
bcl,"Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 12",No data,,,,,בצל,No data,12
"hxkmh""","Masekhet: 5330001, Page: 11, Side: b, Line: 45, Word: 13",No data,,,,,החכמה,No data,13
"""bcl","Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 0",No data,,,,,בצל,No data,0
"hksP""","Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 1",No data,,,,,הכסף,No data,1
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 2",verb G,,,,,אמ',verb peal,2
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 3",p01,,,,,ליה,preposition independent,3
wlmh,"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 4",c,c,,,,ולמה,conjunction | conjunction,4
(rqt,"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 5",verb G,,,,,ערקת,verb peal,5
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 6",verb G,,,,,אמ',verb peal,6
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 7",p01,,,,,ליה,preposition independent,7
$m(yt,"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 8",verb G,,,,,שמעית,verb peal,8
dmry,"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 9",p,noun sg. emphatic,,,,דמרי,preposition | noun sg. emphatic,9
k(s,"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 10",verb G,,,,,כעס,verb peal,10
(ly,"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 11",p02C,,,,,עלי,p02C,11
wb(yt,"Masekhet: 5330001, Page: 11, Side: b, Line: 46, Word: 12",verb G,c,,,,ובעית,verb peal | conjunction,12
mqyymh/wqyymyt#04#/,"Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 0",verb D,verb D,c,,,וקיימית/,verb pael | verb pael | conjunction,0
hdyN,"Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 1",R,,,,,הדין,R,1
qryy),"Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 2",noun sg. emphatic,,,,,קרייא,noun sg. emphatic,2
"""xby","Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 3",No data,,,,,חבי,No data,3
km(T,"Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 4",No data,,,,,כמעט,No data,4
rg(,"Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 5",No data,,,,,רגע,No data,5
(d,"Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 6",No data,,,,,עד,No data,6
y(br,"Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 7",No data,,,,,יעבר,No data,7
"z(M""","Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 8",No data,,,,,זעם,No data,8
wqr),"Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 9",verb G,c,,,,וקרא,verb peal | conjunction,9
(lwy,"Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 10",p02C,,,,,עלוי,p02C,10
"""wytrwN","Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 11",No data,,,,,ויתרון,No data,11
"d(t""","Masekhet: 5330001, Page: 11, Side: b, Line: 47, Word: 12",No data,,,,,דעת,No data,12
"""hxkmh","Masekhet: 5330001, Page: 11, Side: b, Line: 48, Word: 0",No data,,,,,החכמה,No data,0
txyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 48, Word: 1",No data,,,,,תחיה,No data,1
"b(lyh""","Masekhet: 5330001, Page: 11, Side: b, Line: 48, Word: 2",No data,,,,,בעליה,No data,2
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 48, Word: 3",verb G,,,,,אמ',verb peal,3
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 48, Word: 4",p01,,,,,ליה,preposition independent,4
wlmh,"Masekhet: 5330001, Page: 11, Side: b, Line: 48, Word: 5",c,c,,,,ולמה,conjunction | conjunction,5
ytbt,"Masekhet: 5330001, Page: 11, Side: b, Line: 48, Word: 6",verb G,,,,,יתבת,verb peal,6
byN,"Masekhet: 5330001, Page: 11, Side: b, Line: 48, Word: 7",p,,,,,בין,preposition,7
mlk),"Masekhet: 5330001, Page: 11, Side: b, Line: 48, Word: 8",noun sg. emphatic,,,,,מלכא,noun sg. emphatic,8
lmlkt),"Masekhet: 5330001, Page: 11, Side: b, Line: 48, Word: 9",p03,noun sg. emphatic,,,,למלכתא,preposition proclitic | noun sg. emphatic,9
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 0",verb G,,,,,אמ',verb peal,0
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 1",p01,,,,,ליה,preposition independent,1
bsypr),"Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 2",p02,noun sg. emphatic,,,,בסיפרא,preposition with pronominal suffix | noun sg. emphatic,2
"d""bN""","Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 3",p,,,,,דבן,preposition,3
syr),"Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 4",PN Personal name,,,,,סירא,proper name Personal name,4
kt',"Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 5",verb G,,,,,כת',verb peal,5
"""slslyh","Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 6",No data,,,,,סלסליה,No data,6
wtrwmmK,"Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 7",No data,,,,,ותרוממך,No data,7
wbyN,"Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 8",No data,,,,,ובין,No data,8
wbyN,"Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 9",No data,,,,,ובין,No data,9
ngydyM,"Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 10",No data,,,,,נגידים,No data,10
"tw$ybK""","Masekhet: 5330001, Page: 11, Side: b, Line: 49, Word: 11",No data,,,,,תושיבך,No data,11
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 0",verb G,,,,,אמ',verb peal,0
hbw,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 1",verb G,,,,,הבו,verb peal,1
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 2",p01,,,,,ליה,preposition independent,2
{{hbw}},"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 3",No data,,,,,הבו,No data,3
ks),"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 4",noun sg. emphatic,,,,,כסא,noun sg. emphatic,4
d{l}ybryK#04#,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 5",verb D,c,,,,דיבריך,verb pael | conjunction,5
\sb,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 6",verb G,,,,,סב,verb peal,6
ks),"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 7",noun sg. emphatic,,,,,כסא,noun sg. emphatic,7
wmr/mzgwN,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 8",verb G,verb G,c,,,ומר/מזגון,verb peal | verb peal | conjunction,8
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 9",p01,,,,,ליה,preposition independent,9
ksh,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 10",noun sg. emphatic,,,,,כסה,noun sg. emphatic,10
)'#04#/,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 11",verb G,,,,,א'/,verb peal,11
"""nbrK","Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 12",No data,,,,,נברך,No data,12
(l,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 13",No data,,,,,על,No data,13
hmzwN,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 14",No data,,,,,המזון,No data,14
$)kl,"Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 15",No data,,,,,שאכל,No data,15
"yn)y""","Masekhet: 5330001, Page: 11, Side: b, Line: 50, Word: 16",PN Personal name,,,,,ינאי,proper name Personal name,16
"""wxbryw""","Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 0",No data,,,,,וחבריו,No data,0
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 1",verb G,,,,,אמ',verb peal,1
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 2",p01,,,,,ליה,preposition independent,2
(d kdwN,"Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 3",X,,,,,עד כדון,X,3
)t,"Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 4",R,,,,,את,R,4
bq$ywtK,"Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 5",p02,noun sg. emphatic,,,,בקשיותך,preposition with pronominal suffix | noun sg. emphatic,5
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 6",verb G,,,,,אמ',verb peal,6
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 7",p01,,,,,ליה,preposition independent,7
wmh,"Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 8",P01C,c,,,,ומה,P01C | conjunction,8
n)m'/nymr,"Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 9",verb G,,,,,נאמ'/נימר,verb peal,9
"""nbrK#04#/","Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 10",No data,,,,,נברך/,No data,10
(l,"Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 11",No data,,,,,על,No data,11
"hmzwN""","Masekhet: 5330001, Page: 11, Side: b, Line: 51, Word: 12",No data,,,,,המזון,No data,12
"""$l)","Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 0",No data,,,,,שלא,No data,0
")klnw""","Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 1",No data,,,,,אכלנו,No data,1
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 2",verb G,,,,,אמ',verb peal,2
hbwN,"Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 3",verb G,,,,,הבון,verb peal,3
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 4",p01,,,,,ליה,preposition independent,4
{dlykwl}<dyykl>#04#,"Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 5",verb G,c,,,,דייכל,verb peal | conjunction,5
yhbw,"Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 6",verb G,,,,,יהבו,verb peal,6
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 7",p01,,,,,ליה,preposition independent,7
w)kl,"Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 8",verb G,c,,,,ואכל,verb peal | conjunction,8
wmr,"Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 9",verb G,c,,,,ומר,verb peal | conjunction,9
"""nbrK","Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 10",No data,,,,,נברך,No data,10
(l,"Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 11",No data,,,,,על,No data,11
hmzwN,"Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 12",No data,,,,,המזון,No data,12
"$)klnw""","Masekhet: 5330001, Page: 11, Side: b, Line: 52, Word: 13",No data,,,,,שאכלנו,No data,13
mxlph,"Masekhet: 5330001, Page: 11, Side: b, Line: 54, Word: 0",verb C,,,,,מחלפה,verb (h)aphel,0
$yTtyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 54, Word: 1",noun sg. emphatic,,,,,שיטתיה,noun sg. emphatic,1
dr',"Masekhet: 5330001, Page: 11, Side: b, Line: 54, Word: 2",p,N,,,,דר',preposition | noun,2
yrmyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 54, Word: 3",PN Personal name,,,,,ירמיה,proper name Personal name,3
{htM}<tmN>#14#,"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 0",X,,,,,תמן,X,0
cryk),"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 1",A01,,,,,צריכא,adjective singular absolute or construct,1
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 2",p01,,,,,ליה,preposition independent,2
wkh,"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 3",a02C,c,,,,וכה,a02C | conjunction,3
